,name,watchtime,budget,weekend_gross_us_canada,weekend_date,vader_sentiment,text_blob_polarity,text_blob_subjectivity,popularity,weekend_roi
183,Stronger,119.0,30000000.0,1611040.0,2017-9-24,0.11697774355561893,0.08419702432643997,0.35909779031979006,35824.0,0.05370133333333333
184,BlacKkKlansman,135.0,15000000.0,10845330.0,2018-8-12,0.13371512417407155,0.0653582266696061,0.2677935256532564,2182.0,0.723022
185,Gifted,101.0,7000000.0,446380.0,2017-4-9,0.1840237016071888,0.2662153888682436,0.6071384863310749,9721.0,0.06376857142857142
186,Upgrade,100.0,5000000.0,4670905.0,2018-6-3,0.10166497887677999,0.10156544703861096,0.3163851566155668,21894.0,0.934181
187,Kong: Skull Island,118.0,185000000.0,61025472.0,2017-3-12,0.06933799494835065,0.07594355024394613,0.21785870659474102,3080.0,0.32986741621621624
188,Paddington 2,103.0,40000000.0,11001961.0,2018-1-14,0.2805408718976406,0.2560826200679274,0.4258082981583342,678.0,0.275049025
189,The Secret Life of Pets,87.0,75000000.0,104352905.0,2016-7-10,0.18074751334955697,-0.14755954113911884,0.6016603894654388,470.0,1.3913720666666667
190,First Man,141.0,59000000.0,16006065.0,2018-10-14,0.09617533850357127,0.07841055904592893,0.35777340794405665,106.0,0.2712892372881356
191,The Snowman,119.0,35000000.0,3372565.0,2017-10-22,0.04211113226735959,0.08897176927192359,0.34579113308673604,551.0,0.096359
192,Silence,161.0,46000000.0,130880.0,2016-12-25,-0.01429134454184231,0.03497616587474592,0.3358085341156546,50099.0,0.002845217391304348
193,Jack Reacher: Never Go Back,118.0,60000000.0,22872490.0,2016-10-23,0.0032297582812452876,0.005383398080018398,0.1604514575876856,395.0,0.3812081666666667
194,Kung Fu Panda 3,95.0,145000000.0,41282042.0,2016-1-31,-0.33047062000739535,0.058489236702802504,0.13745700799441082,1625.0,0.2847037379310345
195,The Boy,97.0,10000000.0,10778392.0,2016-1-24,0.016573578055780323,0.041974243134262054,0.3349061834792657,49822.0,1.0778392
196,Despicable Me 3,89.0,80000000.0,72434025.0,2017-7-2,0.04221091910982595,0.07433763464319368,0.2579994796828265,1412.0,0.9054253125
197,The Lost City of Z,141.0,30000000.0,110175.0,2017-4-16,-0.19200200708506365,0.10217527459331614,0.3812794044738652,569.0,0.0036725
198,Geostorm,109.0,120000000.0,13707376.0,2017-10-22,0.05917990881458967,0.10629827274774084,0.3172590136419924,373.0,0.11422813333333333
199,Sausage Party,89.0,19000000.0,34263534.0,2016-8-14,0.17321455688749718,0.02256982398777039,0.2675726065678118,11878.0,1.803343894736842
200,Bumblebee,114.0,135000000.0,21654047.0,2018-12-23,0.10728965230796353,0.0881563882343372,0.3052056702821649,100.0,0.16040034814814816
201,The Huntsman: Winter's War,114.0,115000000.0,19445035.0,2016-4-24,-0.34836354269991987,0.068786770412921,0.21619043530298426,221.0,0.16908726086956521
202,Frozen II,103.0,150000000.0,130263358.0,2019-11-24,0.09970904698166967,0.07911709321755238,0.3309460535873465,130.0,0.8684223866666667
203,Cars 3,102.0,175000000.0,53688680.0,2017-6-18,0.06842754847287365,0.05037821652668903,0.31905229746001806,20196.0,0.30679245714285713
204,Deepwater Horizon,107.0,110000000.0,20223544.0,2016-10-2,-0.03309155793128655,0.09962809171416627,0.2601718893449522,293.0,0.1838504
205,Halloween,106.0,10000000.0,76221545.0,2018-10-21,0.10084435437586281,0.1133591742641804,0.29996767105879046,103.0,7.6221545
206,Sully,96.0,60000000.0,35028301.0,2016-9-11,0.05507467407834218,0.10109548013339288,0.30274301983042007,4254.0,0.5838050166666666
207,Ghost in the Shell,107.0,110000000.0,18676033.0,2017-4-2,-0.09018273680316992,0.042569964853136945,0.23501710681785204,18786.0,0.16978211818181818
208,Adrift,96.0,35000000.0,11603039.0,2018-6-3,0.08206650695507432,0.09071312921296383,0.2705709234458878,820.0,0.3315154
209,The Founder,115.0,25000000.0,3404102.0,2017-1-22,0.038064475442082225,0.03784550882216062,0.3189523825902774,38048.0,0.13616408
210,The Accountant,128.0,44000000.0,24710273.0,2016-10-16,0.08369934308111608,0.07358547247272697,0.30258411255515844,3618.0,0.5615971136363637
211,Spies in Disguise,102.0,100000000.0,13354798.0,2019-12-29,-0.01755701284721967,0.028890563807818317,0.3075580519967728,37.0,0.13354798
212,The Florida Project,111.0,2000000.0,157553.0,2017-10-8,0.09241413754384659,0.20038399153361963,0.4254719590354517,931.0,0.0787765
213,Rambo: Last Blood,89.0,50000000.0,18872919.0,2019-9-22,-0.08665252598616985,0.000927718006180861,0.1648341008507644,1427.0,0.37745838
214,The 5th Wave,112.0,38000000.0,10326356.0,2016-1-24,0.07586232060307714,0.07452143189346383,0.18874325951547896,626.0,0.2717462105263158
215,Countdown,90.0,6500000.0,8865082.0,2019-10-27,0.06040830605790509,0.05905421900566209,0.24580278485285464,28210.0,1.3638587692307693
216,Mechanic: Resurrection,98.0,40000000.0,7456525.0,2016-8-28,0.08634234419332941,0.1030123656018554,0.18001160787146567,187.0,0.186413125
217,Independence Day: Resurgence,120.0,165000000.0,41039944.0,2016-6-26,-0.014931238608900683,0.03525611141697657,0.19685926842257817,1634.0,0.24872693333333334
218,The Jungle Book,106.0,175000000.0,103261464.0,2016-4-17,0.08947982144164185,0.08506196158815475,0.31100070210711056,3200.0,0.5900655085714286
219,Hostiles,134.0,39000000.0,22849.0,2017-12-24,-0.38595093432958755,-0.10861398423931237,0.3170490398248526,307.0,0.0005858717948717949
220,Good Boys,90.0,20000000.0,21402605.0,2019-8-18,0.207699767938369,0.19730152394270356,0.4007394459836484,139420.0,1.07013025
221,The Equalizer 2,121.0,62000000.0,36011640.0,2018-7-22,0.07328986069868958,0.11263493843577696,0.26766796698558326,2824.0,0.5808329032258065
222,Teenage Mutant Ninja Turtles: Out of the Shadows,112.0,135000000.0,35316382.0,2016-6-5,0.09471305835943845,0.0700736878558979,0.16951862521194505,113.0,0.2616028296296296
223,Gemini Man,117.0,138000000.0,20552372.0,2019-10-13,0.04448358936729486,0.0227321107824735,0.22431087042660344,21420.0,0.14893023188405796
224,Jigsaw,92.0,10000000.0,16640452.0,2017-10-29,0.06075796258464463,0.02735367315341878,0.2819940496226079,1414.0,1.6640452
225,Widows,129.0,42000000.0,12361307.0,2018-11-18,0.1349194826915595,0.05509065819276542,0.33529419755925177,101.0,0.29431683333333336
226,Happy Death Day,96.0,4800000.0,26039025.0,2017-10-15,0.0113212870560251,0.0765386766293609,0.3665192802086703,9641.0,5.424796875
227,A Cure for Wellness,146.0,40000000.0,4356941.0,2017-2-19,0.1389450925466014,-0.008327529592624571,0.4160766915545727,2519.0,0.108923525
228,Girls Trip,122.0,19000000.0,31201920.0,2017-7-23,0.059940076967692456,0.05327357645150652,0.3670786610232063,4752.0,1.6422063157894737
229,Destroyer,121.0,9000000.0,55347.0,2018-12-30,-0.19114813989389098,0.03967553200678399,0.2670764077874929,100.0,0.006149666666666667
230,xXx: Return of Xander Cage,107.0,85000000.0,20130142.0,2017-1-22,0.07054887214642172,0.12895819976180717,0.2811242595572295,999.0,0.2368252
231,Pride and Prejudice and Zombies,108.0,28000000.0,5324240.0,2016-2-7,-0.146964884362655,0.059759801372279014,0.19926228897045184,221.0,0.19015142857142858
232,War for the Planet of the Apes,140.0,150000000.0,56262929.0,2017-7-16,-0.24691646162522354,0.12936873411819302,0.27729167945563593,3315.0,0.3750861933333333
233,Inferno,121.0,75000000.0,14860425.0,2016-10-30,0.04353812338167606,0.07825472948451143,0.3200935723169214,6884.0,0.198139
234,Waves,135.0,6000000.0,134333.0,2019-11-17,0.0976223455936511,0.043539005241826,0.3261105665316925,100.0,0.022388833333333334
235,21 Bridges,99.0,33000000.0,9261268.0,2019-11-24,0.011828779220148525,0.037529273894467835,0.3189138577596656,96.0,0.28064448484848487
236,Scary Stories to Tell in the Dark,108.0,25000000.0,20915346.0,2019-8-11,-0.2730682560307129,-0.15135814418729646,0.5295856259504533,7020.0,0.83661384
237,Pokémon: Detective Pikachu,104.0,150000000.0,54365242.0,2019-5-12,0.1154160618665648,0.13500515358483076,0.3249640281451194,7492.0,0.36243494666666665
238,Mile 22,94.0,50000000.0,13710825.0,2018-8-19,0.05794240072138738,0.06393386123173105,0.2743645619220575,1037.0,0.2742165
239,The Edge of Seventeen,104.0,9000000.0,4754215.0,2016-11-20,0.1351863820393837,0.10123012459361624,0.36599681937093953,131.0,0.5282461111111111
240,How to Train Your Dragon: The Hidden World,104.0,129000000.0,55022245.0,2019-2-24,0.23297609776376946,0.040098893467589825,0.4246536208210858,850.0,0.4265290310077519
241,Robin Hood,116.0,100000000.0,9195670.0,2018-11-25,0.027552883065680274,0.055993893959615834,0.37218805293272467,100.0,0.0919567
242,Tag,100.0,28000000.0,14947396.0,2018-6-17,0.07639353136349566,0.03423008691089742,0.33032830399954266,51280.0,0.5338355714285714
243,Assassin's Creed,115.0,125000000.0,10278225.0,2016-12-25,0.055157051594078056,0.09339172474163719,0.2783079842813509,15667.0,0.0822258
244,Finding Dory,97.0,200000000.0,135060273.0,2016-6-19,0.060684262540087,0.0523768404951008,0.25263756973662976,4283.0,0.675301365
245,Dirty Grandpa,102.0,25000000.0,11111875.0,2016-1-24,-0.16175317021043106,-0.2024890157183535,0.44460648280604576,264.0,0.444475
246,A Beautiful Day in the Neighborhood,109.0,25000000.0,13251238.0,2019-11-24,0.36554151268126006,0.35960515920389985,0.5782638780767678,106.0,0.53004952
247,Cold Pursuit,119.0,60000000.0,11030233.0,2019-2-10,-0.04051570776986052,-0.1923083920312462,0.5942651210258482,98.0,0.18383721666666666
248,The Mountain Between Us,112.0,35000000.0,10551336.0,2017-10-8,0.12918000404636493,0.05439787470581415,0.3400774741906798,1476.0,0.30146674285714287
249,Why Him?,111.0,38000000.0,11002986.0,2016-12-25,0.03834816323813914,0.0532618706123668,0.32391142751130203,192072.0,0.28955226315789473
250,Angel Has Fallen,121.0,40000000.0,21380987.0,2019-8-25,-0.08550820562748757,0.07402564563647282,0.21980996310110845,392.0,0.534524675
251,The Lego Batman Movie,104.0,80000000.0,53003468.0,2017-2-12,0.17690777861225354,0.11642758482569318,0.2903772378351953,3500.0,0.66254335
252,Maze Runner: The Death Cure,143.0,62000000.0,24167011.0,2018-1-28,-0.43969668129013595,0.15683841701738352,0.3441092613552729,101.0,0.3897905
253,Brightburn,90.0,6000000.0,7845658.0,2019-5-26,-0.03149758414544111,0.05700314212007064,0.43826907030692797,1758.0,1.3076096666666666
254,Maleficent: Mistress of Evil,119.0,185000000.0,36948713.0,2019-10-20,-0.42500716207548994,-0.5829197629644509,0.766000327774185,1366.0,0.19972277297297297
255,Lights Out,81.0,4900000.0,21688103.0,2016-7-24,0.026902549738622293,0.03604020847138083,0.31041373545792267,32019.0,4.426143469387755
256,A Monster Calls,108.0,43000000.0,30909.0,2016-12-25,-0.01996455347544755,0.011037142920498212,0.33516239174455953,2846.0,0.0007188139534883721
257,Life Itself,117.0,10000000.0,2123463.0,2018-9-23,0.04150392995568482,0.0595456026068741,0.35641491832489736,30294.0,0.2123463
258,Creed II,130.0,50000000.0,35574710.0,2018-11-25,0.01650706695002462,0.06914213287586378,0.2852055469323942,99.0,0.7114942
259,The Space Between Us,120.0,30000000.0,3775596.0,2017-2-5,0.04507704029048501,0.06773855754938513,0.3453278938860311,25905.0,0.1258532
260,Ralph Breaks the Internet,112.0,175000000.0,56237634.0,2018-11-25,0.06386117751670571,0.04509931686016086,0.3012853026416828,99.0,0.3213579085714286
261,The Bad Batch,118.0,6000000.0,89111.0,2017-6-25,-0.04840615097144356,-0.06806407817415124,0.43629970719050104,5211.0,0.014851833333333333
262,Nerve,96.0,19000000.0,9445456.0,2016-7-31,0.049875157779886256,0.05667738015327406,0.32950146776905564,13330.0,0.49712926315789474
263,Crawl,87.0,13500000.0,12005210.0,2019-7-14,0.025191761962494223,0.03930948018638871,0.32410735406256264,22841.0,0.8892748148148149
264,Dora and the Lost City of Gold,102.0,49000000.0,17431588.0,2019-8-11,-0.07618088235294117,0.1668449233228645,0.3978346183591282,159.0,0.35574669387755103
265,Colossal,109.0,15000000.0,120226.0,2017-4-9,-0.012413441177924726,0.10623275718680486,0.45792265572907426,6710.0,0.008015066666666666
266,The Foreigner,113.0,35000000.0,13113024.0,2017-10-15,0.0983383748750607,0.0687791285905831,0.30163231544838753,1681.0,0.3746578285714286
267,Before I Fall,98.0,5000000.0,4690214.0,2017-3-5,0.0389552235656361,0.05761786392201713,0.32675010070675525,48971.0,0.9380428
268,The Big Sick,120.0,5000000.0,421577.0,2017-6-25,0.010760256450619385,0.013272935856285464,0.36666091231067677,17693.0,0.0843154
269,Mary Poppins Returns,130.0,130000000.0,23523121.0,2018-12-23,0.17641395212419841,0.12341165051131543,0.30310711111535726,100.0,0.1809470846153846
270,Blockers,102.0,21000000.0,20556350.0,2018-4-8,0.13727072673239726,0.09227078226465357,0.28273942503511695,6779.0,0.9788738095238095
271,Fences,139.0,24000000.0,129462.0,2016-12-18,0.03470887372413403,0.058804097367475536,0.2592712459843531,1539.0,0.00539425
272,Bastille Day,92.0,20000000.0,41546.0,2016-11-20,-0.12704851282051283,0.13557428913678915,0.32488948643948645,24.0,0.0020773
273,On the Basis of Sex,120.0,20000000.0,686355.0,2018-12-30,0.12793413391870087,0.07988103041271255,0.3252085794328417,100.0,0.03431775
274,Just Mercy,137.0,25000000.0,107858.0,2019-12-29,0.05267893907538942,0.03662629182145212,0.3521484703108653,100.0,0.00431432
275,Morgan,92.0,8000000.0,2012709.0,2016-9-4,0.10510980216010722,0.06348064527335835,0.23089087522080137,15959.0,0.251588625
276,Keanu,100.0,15000000.0,9453224.0,2016-5-1,0.07659938364534737,0.055465313959868895,0.3206201629142916,12419.0,0.6302149333333333
277,London Has Fallen,99.0,60000000.0,21635601.0,2016-3-6,-0.13876319022979772,0.05142771343834536,0.2723013033662346,1647.0,0.36059335
278,Annabelle Comes Home,106.0,30000000.0,20269723.0,2019-6-30,0.009203673392495866,0.08679748904991409,0.23033398865740615,853.0,0.6756574333333333
279,Bad Moms,100.0,20000000.0,23817340.0,2016-7-31,-0.2061795025827904,-0.2510019153316079,0.5005403894555827,1354.0,1.190867
280,Dumbo,112.0,170000000.0,45990748.0,2019-3-31,0.09392023339094459,0.0961432149858685,0.31536414468536217,3368.0,0.27053381176470587
281,Jay and Silent Bob Reboot,105.0,10000000.0,93520.0,2019-10-20,0.07164089051040175,0.05286532664109461,0.24534656959207454,804.0,0.009352
282,Bridget Jones's Baby,123.0,35000000.0,8571785.0,2016-9-18,0.13522988029399796,0.13785652773152773,0.2977324344687124,80.0,0.24490814285714285
283,It Comes at Night,91.0,5000000.0,5988370.0,2017-6-11,0.009830091962609177,0.04419496047177155,0.3471555430698825,49748.0,1.197674
284,Slender Man,93.0,10000000.0,11371866.0,2018-8-12,0.013555438966500704,0.03882746013693975,0.34004523797952646,1877.0,1.1371866
285,Death Wish,107.0,30000000.0,13010267.0,2018-3-4,-0.01791992662814024,0.034880707887946186,0.36610830056935456,9281.0,0.4336755666666667
286,Miracles from Heaven,109.0,13000000.0,14812393.0,2016-3-20,0.2186771620140041,0.020246733594553073,0.14685618197008107,1780.0,1.1394148461538463
287,The Hate U Give,133.0,23000000.0,512035.0,2018-10-7,-0.08252189785337621,-0.047951587077685626,0.42119733088843886,137.0,0.022262391304347828
288,Grimsby,83.0,35000000.0,3258327.0,2016-3-13,0.07138638047716173,0.0728962049945943,0.1636463995734098,5001.0,0.09309505714285714
289,Underworld: Blood Wars,91.0,35000000.0,13688751.0,2017-1-8,-0.2444136695608212,0.1793803258758846,0.3916975809295839,142.0,0.39110717142857143
290,Night School,111.0,29000000.0,27257615.0,2018-9-30,0.03881922307664175,0.04291361317776723,0.32839600305656513,61188.0,0.9399177586206896
291,A Ghost Story,92.0,100000.0,104030.0,2017-7-9,0.01523709147441309,0.04959886685184252,0.33650794855481514,12036.0,1.0403
292,Color Out of Space,111.0,6000000.0,216162.0,2020-1-26,0.05329377256164129,0.07205155922747823,0.312502307897637,100.0,0.036027
293,Long Shot,125.0,40000000.0,9740064.0,2019-5-5,0.039487738998082195,0.061379663643373654,0.3365811409018883,60570.0,0.2435016
294,London Fields,118.0,8000000.0,168575.0,2018-10-28,-0.03215499998096372,0.03885075007759456,0.17943989616655492,15.0,0.021071875
295,Peppermint,101.0,25000000.0,13423255.0,2018-9-9,0.11308050982586547,0.047672557103305764,0.31612896407804775,3354.0,0.5369302
296,Serenity,106.0,25000000.0,4415403.0,2019-1-27,0.08948827440970711,0.06298293997233274,0.2904492488393706,100.0,0.17661612
297,Mike and Dave Need Wedding Dates,98.0,33000000.0,16628170.0,2016-7-10,0.009671085482804225,-0.03660137296887049,0.22078732215388963,179.0,0.5038839393939394
298,Ouija: Origin of Evil,99.0,9000000.0,14065500.0,2016-10-23,-0.48375663265306124,-0.42650548855906006,0.7047771507592936,187.0,1.5628333333333333
299,The Curse of La Llorona,93.0,9000000.0,26347631.0,2019-4-21,-0.4599196417961124,-0.03346831441848388,0.24339080764726778,293.0,2.9275145555555557
300,I Feel Pretty,110.0,32000000.0,16030218.0,2018-4-22,0.0964063489345874,0.07309884759430105,0.3765505870215741,105968.0,0.5009443125
301,Captive State,109.0,25000000.0,3131525.0,2019-3-17,0.034299496045188935,0.18224319559697783,0.516051630592606,408.0,0.125261
302,Bad Neighbours 2,92.0,35000000.0,21760405.0,2016-5-22,-0.19889546377742193,-0.21819273950560944,0.43521499003129815,79.0,0.6217258571428571
303,Everybody Wants Some!!,117.0,10000000.0,312355.0,2016-4-3,0.07062071474975076,0.08113524329712685,0.3236100209403144,9116.0,0.0312355
304,47 Meters Down: Uncaged,90.0,12000000.0,8427265.0,2019-8-18,-0.1839948148148148,-0.0970802629739218,0.3553380763664154,102.0,0.7022720833333334
305,Zoolander 2,101.0,50000000.0,13841146.0,2016-2-14,0.05840288479611786,0.04761258256511627,0.2174755893198638,1711.0,0.27682292
306,Allegiant,120.0,110000000.0,29027348.0,2016-3-20,0.1005032662722604,0.07890543571718482,0.19510316364459118,282.0,0.2638849818181818
307,"Hail, Caesar!",106.0,22000000.0,11355225.0,2016-2-7,0.14904496702144157,0.08984769369336423,0.1741255591712236,1000.0,0.5161465909090909
308,Trolls,92.0,125000000.0,46581142.0,2016-11-6,0.02145572591303537,0.049858744849688635,0.3013080917648474,42162.0,0.372649136
309,The Art of Racing in the Rain,109.0,18000000.0,8137584.0,2019-8-11,0.03761227249533795,0.08500905652856805,0.3485685381219991,149.0,0.452088
310,Skyscraper,102.0,125000000.0,24905015.0,2018-7-15,0.10530329454324124,0.05793575910476015,0.30353922241393894,1746.0,0.19924012
311,Alice Through the Looking Glass,113.0,170000000.0,26858726.0,2016-5-29,0.014106495944733113,0.04907694419589761,0.2150868184275553,784.0,0.15799250588235295
312,Hotel Artemis,94.0,15000000.0,3232790.0,2018-6-10,0.0007388104535207319,0.08043333104374131,0.27468464705180545,13834.0,0.21551933333333334
313,The Boss Baby,97.0,125000000.0,50198902.0,2017-4-2,0.02088271412155375,0.03875510765621626,0.22765831457910593,3664.0,0.401591216
314,Hotel Transylvania 3: A Monster Vacation,97.0,80000000.0,44076225.0,2018-7-15,0.043759978785240995,0.025604881132477858,0.1272851296621122,163.0,0.5509528125
315,Thoroughbreds,92.0,6000000.0,1224430.0,2018-3-11,0.17818899835796387,0.08115950141812212,0.2868562472010748,144.0,0.20407166666666668
316,Pitch Perfect 3,93.0,45000000.0,19928525.0,2017-12-24,0.4064717276339826,0.5319614502044089,0.6807108002847009,1349.0,0.4428561111111111
317,The Book of Henry,105.0,10000000.0,1424540.0,2017-6-18,-0.05070170447358314,0.015326215840400906,0.35531967349560584,2214.0,0.142454
318,Patriots Day,133.0,45000000.0,161306.0,2016-12-25,0.12035225710718139,0.05673196038662635,0.29256493380683896,20545.0,0.0035845777777777778
319,Criminal,113.0,31500000.0,5767278.0,2016-4-17,-0.2400672309751865,-0.0638922424010738,0.39880882779476656,24665.0,0.1830881904761905
320,The Beach Bum,95.0,5000000.0,1763070.0,2019-3-31,0.2120396913580247,0.12228961742633133,0.2691868722691492,464.0,0.352614
321,Tolkien,112.0,20000000.0,2200537.0,2019-5-12,0.10822954295230425,0.09847646844001431,0.3324444189907497,48295.0,0.11002685
322,Jackie,100.0,9000000.0,278715.0,2016-12-4,0.0764517303627478,0.07991010825086667,0.31443931409081316,17397.0,0.030968333333333334
323,Eighth Grade,93.0,2000000.0,263797.0,2018-7-15,0.009923836112614704,0.08429941922338274,0.2958054676686804,7799.0,0.1318985
324,Ma,99.0,5000000.0,18099805.0,2019-6-2,0.06620848391065615,0.04554018286500974,0.1962934644127666,136884.0,3.619961
325,Battle of the Sexes,121.0,25000000.0,518332.0,2017-9-24,-0.14357341110304184,0.10187067091200051,0.19843914438763494,194.0,0.02073328
326,The Circle,110.0,18000000.0,9034148.0,2017-4-30,0.079222296443185,0.06971046530274266,0.34146333045256816,77214.0,0.5018971111111111
327,Miss Sloane,132.0,13000000.0,59797.0,2016-11-27,-0.014592592592592598,0.055246913580246915,0.29845679012345677,41.0,0.004599769230769231
328,Boy Erased,115.0,11000000.0,207057.0,2018-11-4,0.035790059873683014,0.12083090108554312,0.3343009705558967,54.0,0.018823363636363638
329,The Beguiled,93.0,10500000.0,229292.0,2017-6-25,0.0034700318072924097,0.06829497864449964,0.34395860711768445,145.0,0.021837333333333334
330,Jeepers Creepers 3,100.0,6200000.0,19151.0,2017-10-1,-0.09536960841694538,0.07326250421159307,0.2399046262241594,138.0,0.0030888709677419353
331,Triple 9,115.0,20000000.0,6109085.0,2016-2-28,0.06047592538148648,0.06495358008122194,0.21175468347097445,6386.0,0.30545425
332,The Girl in the Spider's Web,115.0,43000000.0,7810112.0,2018-11-11,0.05597781009098429,0.0914169814504492,0.2392399221775835,25.0,0.18163051162790697
333,Searching,102.0,880000.0,388769.0,2018-8-26,0.10584985105800186,0.05982198336519889,0.3584790057092082,66697.0,0.4417829545454545
334,Hunter Killer,121.0,40000000.0,6653777.0,2018-10-28,-0.31035058904894836,0.060339648151730964,0.29837213937534934,100.0,0.166344425
335,The Boss,99.0,29000000.0,23586645.0,2016-4-10,0.014461410692627383,0.06251042889961746,0.3364144546904962,53426.0,0.8133325862068965
336,Last Christmas,103.0,25000000.0,11441055.0,2019-11-10,0.09910344163103484,0.06449098774936092,0.3277203598870672,51549.0,0.4576422
337,A Wrinkle in Time,109.0,100000000.0,33123609.0,2018-3-11,0.03507565188063122,0.08179671594313481,0.3434305719072072,8206.0,0.33123609
338,The Spy Who Dumped Me,117.0,40000000.0,12103043.0,2018-8-5,-0.29512905221386804,0.033887197439934756,0.2540599835135393,1225.0,0.302576075
339,The Infiltrator,127.0,28000000.0,5303775.0,2016-7-17,0.09373858140440051,0.10167486469169784,0.32168629617441946,1382.0,0.18942053571428571
340,Going in Style,96.0,25000000.0,11932330.0,2017-4-9,0.11138241657140463,0.09576751011784206,0.36585976714981006,31205.0,0.4772932
341,Shaft,111.0,35000000.0,8901419.0,2019-6-16,0.044305784899121035,0.05472326128670385,0.3077957933154106,42479.0,0.25432625714285717
342,The Emoji Movie,86.0,50000000.0,24531923.0,2017-7-30,-0.06525914961590969,0.018783076365710347,0.28551165223588376,23532.0,0.49063846
343,Insidious: The Last Key,103.0,10000000.0,29581355.0,2018-1-7,0.011099767711962829,0.02073072396512945,0.49826980867829634,83.0,2.9581355
344,The Upside,126.0,37500000.0,20355000.0,2019-1-13,0.08326625436648322,0.04847542720817428,0.35499501817551243,104.0,0.5428
345,The Shack,132.0,20000000.0,16172119.0,2017-3-5,0.06547883980857044,0.04989471355950357,0.32477028518997747,1379.0,0.80860595
346,Assassination Nation,108.0,7000000.0,1050021.0,2018-9-23,-0.2936203486812942,0.03938347621133019,0.245127141865207,202.0,0.150003
347,Snowden,134.0,40000000.0,8000058.0,2016-9-18,0.2604915585950692,0.1169342839489116,0.19615518789720918,70462.0,0.20000145
348,All the Money in the World,132.0,50000000.0,5584684.0,2017-12-31,0.09529759226521335,0.086726944480102,0.37427606300509686,42449.0,0.11169368
349,Gold,120.0,20000000.0,3471316.0,2017-1-29,0.05683206606108639,0.07081399262082859,0.3690492645637778,228623.0,0.1735658
350,Tulip Fever,105.0,25000000.0,1158017.0,2017-9-3,0.10991388888888891,0.21133663019079685,0.29897703890759453,9.0,0.04632068
351,How to Be Single,110.0,38000000.0,17878911.0,2016-2-14,0.07161148312717813,0.06561606701632941,0.3571941413274677,60314.0,0.47049765789473685
352,The BFG,117.0,140000000.0,18775350.0,2016-7-3,0.03737194000175351,0.050873791910057344,0.295335121913118,463.0,0.13410964285714286
353,First Reformed,113.0,3500000.0,97562.0,2018-5-20,0.0817690116475234,0.11453644643608847,0.352533567394988,765.0,0.027874857142857142
354,Angry Birds,97.0,73000000.0,38155177.0,2016-5-22,-0.29410072340020116,-0.23970011329876761,0.688243453277188,5560.0,0.5226736575342465
355,The Belko Experiment,89.0,5000000.0,4137230.0,2017-3-19,0.01329217948717949,-0.007583721833721837,0.3384413364413365,1510.0,0.827446
356,Motherless Brooklyn,144.0,26000000.0,3500454.0,2019-11-3,0.07842711026856714,0.09914294998399022,0.27932766131118125,869.0,0.13463284615384616
357,Paterson,118.0,5000000.0,69335.0,2017-1-1,0.23173217142857147,0.17173376623376624,0.4154300144300144,103.0,0.013867
358,Queen & Slim,132.0,18000000.0,11890490.0,2019-12-1,0.1557092697357558,0.12743103259341337,0.3343424222510906,75.0,0.6605827777777777
359,Blair Witch,89.0,5000000.0,9576057.0,2016-9-18,-0.21423056555587675,0.0595383209733014,0.2819201024705962,2525.0,1.9152114
360,Flatliners,109.0,19000000.0,6574326.0,2017-10-1,0.10143199198273203,0.13759429783735982,0.30563184782634367,226.0,0.34601715789473686
361,Stuber,93.0,16000000.0,8225384.0,2019-7-14,0.28188476275946284,0.2059345805539258,0.4491394974183664,718.0,0.5140865
362,The Hustle,93.0,21000000.0,13007709.0,2019-5-12,0.0926014686144819,0.05324117103670235,0.3256043173840435,4210.0,0.6194147142857143
363,Ben-Hur,123.0,100000000.0,11203815.0,2016-8-21,0.001835661593219159,0.04848553404807421,0.24186879201411082,9825.0,0.11203815
364,Rough Night,101.0,20000000.0,8004283.0,2017-6-18,0.07003043094837895,0.04813739027850876,0.35980079685894495,12343.0,0.40021415
365,The Commuter,104.0,30000000.0,13701452.0,2018-1-14,0.07431854460147566,0.10106304030085536,0.31289776838092265,1162.0,0.45671506666666667
366,The Finest Hours,117.0,80000000.0,10288932.0,2016-1-31,0.09889670956896453,0.06213258386272276,0.18895928592032568,669.0,0.12861165
367,Pet Sematary,101.0,21000000.0,24502775.0,2019-4-7,-0.022690587021836843,0.048473010391343226,0.3279973109115798,2605.0,1.1667988095238095
368,Tully,95.0,13000000.0,3282610.0,2018-5-6,0.06940162529599146,0.033815207222932804,0.3667457842190409,792.0,0.2525084615384615
369,Child's Play,90.0,10000000.0,14094594.0,2019-6-23,0.2613063802784894,0.05907222141729822,0.31157706036243477,1349.0,1.4094594
370,The Best of Enemies,133.0,10000000.0,4446190.0,2019-4-7,0.06147471583576754,0.11319773729000512,0.38308781545256454,27369.0,0.444619
371,Happy Death Day 2U,100.0,9000000.0,9497665.0,2019-2-17,-0.11775298497426241,0.49986781613076736,0.7364176255865753,90.0,1.0552961111111112
372,The Last Full Measure,116.0,20000000.0,1058019.0,2020-1-26,0.0757562204706444,0.1358337378187528,0.3334764075828194,101.0,0.05290095
373,The Promise,133.0,90000000.0,4095718.0,2017-4-23,0.09438197996435799,0.07124690275433203,0.3354557812868694,34631.0,0.04550797777777778
374,Christopher Robin,104.0,75000000.0,24585139.0,2018-8-5,0.014224110774535377,0.01715871045672653,0.29172037851222543,1479.0,0.32780185333333334
